Priorità,Country,Problema,Codice Gruppo Equivalenza,Generici_Prontuario_NewPrezziRi.Codice gruppo equivalenza,ATC,"Codice AIC - LocalMppid",Principio Attivo,Generici_Prontuario_NewPrezziRi.Principio attivo,Metri cubi ossigeno ,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Generici_Prontuario_NewPrezziRi.Farmaco,Medicinal Product Name,Titolare AIC,Generici_Prontuario_NewPrezziRi.Ditta,Generici_Prontuario_NewPrezziRi.Confezione di riferimento,Generici_Prontuario_NewPrezziRi.Confezione,Package 1 (outer container) (EDQM Code),Package 1 (outer container) (EDQM Label),Dose form (EDQM Code),Dose form (EDQM Label),Unit of Presentation 1 (EDQM Code),Unit of Presentation 1 (EDQM Label),Unit of Presentation 1 (EDQM Label),Package Size,Unit of Measure 1 (UCUM),Package 2 (inner container) (EDQM Code),Package 2 (inner container) (EDQM Label),Unit of Presentation 2 (EDQM Code),Unit of Presentation 2 (EDQM Label),Quantity 2,Unit of Measure 2 (UCUM),Route of Administration (EDQM Code),Route of Administration (EDQM Label),Substance 1 (SMS code),Substance 1 (SMS Label),Active Ingredient 1 Numerator Quantity,Active Ingredient 1 Numerator Unit of Mesurement (UCUM),Active Ingredient 1 Denominator Quantity,Active Ingredient 1 Denominator Unit of Mesurement (UCUM),Substance 2 (SMS code),Substance 2 (SMS Label),Active Ingredient 2 Numerator Quantity,Active Ingredient 2 Numerator Unit of Mesurement (UCUM),Active Ingredient 2 Denominator Quantity,Active Ingredient 2 Denominator Unit of Mesurement (UCUM),Active Ingredient 3 (SMS code),Active Ingredient 3 (SMS Label),Active Ingredient 3 Numerator Quantity,Active Ingredient 3 Numerator Unit of Mesurement (UCUM),Active Ingredient 3 Denominator Quantity,Active Ingredient 3 Denominator Unit of Mesurement (UCUM),X=in lista di trasparenza Aifa 15/12/2021,Solo in lista di Regione:,Generici_Prontuario_NewPrezziRi.Nota
1,Italy,,FPC,FPC,C09CA03,40762039,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN ABC,VALSARTAN ABC,ABC FARMACEUTICI SpA,ABC FARMACEUTICI S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40782120,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN EG,VALSARTAN EG,EG SpA,EG S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,41076100,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN ALMUS,VALSARTAN ALMUS,ALMUS Srl,ALMUS S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,41104151,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN HCS,VALSARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,41849151,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN PENSA,VALSARTAN PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,42392035,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN TECNIGEN,VALSARTAN TECNIGEN,TECNIMEDE SOC.TECNICO-MED.S.A.,TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40151159,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cps 160 mg,VALSARTAN TEVA ITALIA,VALSARTAN TEVA ITALIA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG CAPSULE RIGIDE"" 28 CAPSULE IN BLISTER PVC/PE/PVDC-AL",30009000,Box,12100,Capsule,15012000,capsule,capsule,28,{Capsule},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40225068,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cps 160 mg,VALSARTAN MYLAN GENERICS ITALIA,VALSARTAN MYLAN GENERICS ITALIA,MYLAN SpA,MYLAN S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG CAPSULE"" 28 CAPSULE",30009000,Box,12100,Capsule,15012000,capsule,capsule,28,{Capsule},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,33178942,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,TAREG*28 cpr riv 160 mg,TAREG,TAREG,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,34776296,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,RIXIL*28 cpr riv 320 mg,RIXIL,RIXIL,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,39810092,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN ALTER,VALSARTAN ALTER,LABORATORI ALTER Srl,LABORATORI ALTER S.R.L.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,39815372,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN DOC GENERICI,VALSARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,40318115,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN SANDOZ,VALSARTAN SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,40782219,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN EG,VALSARTAN EG,EG SpA,EG S.P.A.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,41104237,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN HCS,VALSARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,41442361,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN MYLAN GENERICS,VALSARTAN MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,42392047,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN TECNIGEN,VALSARTAN TECNIGEN,TECNIMEDE SOC.TECNICO-MED.S.A.,TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.,28 UNITA' 320 MG - USO ORALE,"""360 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,42615043,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 320 mg,VALSARTAN MAXMIND,VALSARTAN MAXMIND,MAXMIND PHARMACEUTICALS SL,MAXMIND PHARMACEUTICALS SL,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPD,FPD,C09CA03,33178359,Valsartan,Valsartan,,VALSARTAN 320MG 28 UNITA' USO ORALE,TAREG*28 cpr riv 320 mg,TAREG,TAREG,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,28 UNITA' 320 MG - USO ORALE,"""320 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,320,mg,1,1,,,,,,,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,34774024,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","CORIXIL*28 cpr riv 80 mg + 12,5 mg",CORIXIL,CORIXIL,SANDOZ SpA,SANDOZ S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,40757039,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALBACOMP*28 cpr riv 80 mg + 12,5 mg",VALBACOMP,VALBACOMP,EG SpA,EG S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 CPR IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,41293034,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALIDROC*28 cpr riv 80 mg + 12,5 mg",VALIDROC,VALIDROC,SO.SE.PHARM Srl,SO.SE.PHARM S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,40259069,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE TEVA ITALIA,VALSARTAN E IDROCLOROTIAZIDE TEVA ITALIA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28COMPRESSE IN BLISTER PVC/PE/PVDC-AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,40589032,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE EG,VALSARTAN E IDROCLOROTIAZIDE EG,EG SpA,EG S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,40842041,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE SUN,VALSARTAN E IDROCLOROTIAZIDE SUN,SUN PHARMACEUTICAL IND.EU.B.V.,SUN PHARMACEUTICAL IND. B.V.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,40920023,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE SANDOZ,VALSARTAN E IDROCLOROTIAZIDE SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,41012028,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE HCS,VALSARTAN E IDROCLOROTIAZIDE HCS,HCS BVBA,HCS BVBA,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,41105014,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI,VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,41255011,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE MYLAN,VALSARTAN E IDROCLOROTIAZIDE MYLAN,MYLAN SpA,MYLAN S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,41492036,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE ZENTIVA,VALSARTAN E IDROCLOROTIAZIDE ZENTIVA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,42208037,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE ALMUS,VALSARTAN E IDROCLOROTIAZIDE ALMUS,ALMUS Srl,ALMUS S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,42278010,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 80 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE AUROBINDO,VALSARTAN E IDROCLOROTIAZIDE AUROBINDO,AUROBINDO PHARMA ITALIA Srl,AUROBINDO PHARMA ITALIA S.R.L.,"28 UNITA' (80+12,5) MG - USO ORALE","""80MG/12,5MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQA,FQA,C09DA03,34114025,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 80+12,5MG 28 UNITA' USO ORALE","COTAREG*28 cpr riv 80 mg + 12,5 mg",COTAREG,COTAREG,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,"28 UNITA' (80+12,5) MG - USO ORALE","""80/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28COMPRESSE RIVESTITE CON FILM",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQB,FQB,C09DA03,34774048,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 160+12,5MG 28 UNITA' USO ORALE","CORIXIL*28 cpr riv 160 mg + 12,5 mg",CORIXIL,CORIXIL,SANDOZ SpA,SANDOZ S.P.A.,"28 UNITA' (160+12,5) MG - USO ORALE","""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQB,FQB,C09DA03,40757116,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 160+12,5MG 28 UNITA' USO ORALE","VALBACOMP*28 cpr riv 160 mg + 12,5 mg",VALBACOMP,VALBACOMP,EG SpA,EG S.P.A.,"28 UNITA' (160+12,5) MG - USO ORALE","""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQB,FQB,C09DA03,41293111,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 160+12,5MG 28 UNITA' USO ORALE","VALIDROC*28 cpr riv 160 mg + 12,5 mg",VALIDROC,VALIDROC,SO.SE.PHARM Srl,SO.SE.PHARM S.R.L.,"28 UNITA' (160+12,5) MG - USO ORALE","""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
2,Italy,,FQB,FQB,C09DA03,40240044,Valsartan/idroclorotiazide,Valsartan + Idroclorotiazide,,"VALSARTAN+IDROCLOROTIAZIDE 160+12,5MG 28 UNITA' USO ORALE","VALSARTAN E IDROCLOROTIAZIDE*28 cpr riv 160 mg + 12,5 mg",VALSARTAN E IDROCLOROTIAZIDE TEVA,VALSARTAN E IDROCLOROTIAZIDE TEVA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,"28 UNITA' (160+12,5) MG - USO ORALE","""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL",30009000,Box,10220000,Coated tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,100000091737,Hydrochlorothiazide,"12,5",mg,1,1,,,,,,,X,,
