code,term,definition,comment,status,domain,modification_date,creation_date
13058000,Caplet,,Term rejected.,Rejected,Human and Veterinary,2015-07-22 09:13:07,2015-07-22 09:13:07
13061000,Solution for solution for infusion,Liquid sterile preparation consisting of a solution intended for use in the preparation of a solution for infusion.,"The precise use of the product is specified in the product information. For example, it might be added to an infusion bag to act as a stabiliser prior to the addition of a concentrate for solution for infusion.",Current,Human and Veterinary,2015-11-24 15:26:13,2015-11-24 15:26:13
13065000,Intramammary gel,Semi-solid preparation for veterinary use consisting of a gel containing dissolved or dispersed active substance(s) intended for intramammary use. Intramammary gels are presented in intramammary syringes for use on one occasion only to introduce the gel into a single teat canal.,,Current,Veterinary only,2016-01-22 15:48:23,2016-01-22 15:48:23
13066000,Tablet for cutaneous solution,"Solid, usually single-dose preparation consisting of a tablet, usually uncoated, intended to be dissolved in the specified liquid to obtain a cutaneous solution.",,Current,Human and Veterinary,2016-01-22 15:54:27,2016-01-22 15:54:27
13067000,Lyophilisate for oral suspension,Solid preparation for veterinary use consisting of a freeze-dried powder intended to be dispersed in the specified liquid to create an oral suspension.,,Current,Veterinary only,2016-02-01 16:21:41,2016-02-01 16:21:41
13076000,Prolonged-release solution for injection,Liquid sterile preparation consisting of a solution intended for administration by injection; the active substance(s) are released over an extended period of time.,,Current,Human and Veterinary,2016-07-18 10:00:15,2016-07-18 10:00:15
13077000,Urethral emulsion,Liquid preparation consisting of an emulsion intended for urethral use by means of a suitable applicator.,,Current,Human and Veterinary,2016-07-18 10:02:23,2016-07-18 10:02:23
13078000,Bee-hive solution,"Liquid preparation intended for in-hive use, consisting of a solution from which the active substance(s) are released by vaporisation or physical contact usually over an extended period of time. The precise method of administration of the solution is described in the product information.",,Current,Veterinary only,2016-09-28 15:02:16,2016-09-28 15:02:16
13079000,Powder for bee-hive solution,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a bee-hive solution.",,Current,Veterinary only,2016-09-28 15:04:45,2016-09-28 15:04:45
13080000,Solution for bee-hive solution,Liquid preparation consisting of a solution intended for use in the preparation of a bee-hive solution.,,Current,Veterinary only,2016-09-28 15:07:16,2016-09-28 15:07:16
13082000,Bee-hive dispersion,"Liquid preparation intended for in-hive use, consisting of two or more phases, at least one of which is dispersed in the liquid phase, from which the active substance(s) are released by vaporisation or physical contact usually over an extended period of time. The precise method of administration of the dispersion is described in the product information.",The term 'dispersion' is to be used only when 'suspension' or 'emulsion' are not appropriate.,Current,Veterinary only,2016-10-14 16:37:45,2016-10-14 16:37:45
13084000,"Oral spray, suspension","Liquid, usually multidose preparation for veterinary use consisting of a suspension intended for oral use. It is administered by spraying, including by spraying as coarse droplets over the animal(s), which then consume the product, for example during preening.",,Current,Veterinary only,2017-01-10 10:04:01,2017-01-10 10:04:01
13085000,"Concentrate for concentrate for oral spray, suspension","Liquid preparation for veterinary use intended to be diluted in the specified liquid to obtain a concentrate for oral spray, suspension, which in turn is intended to be diluted in the specified liquid to obtain an oral spray, suspension.","This term is only to be used in cases where, for safety reasons, both dilution steps must always be carried out before administration.",Current,Veterinary only,2017-01-10 10:06:07,2017-01-10 10:06:07
13087000,Oculonasal suspension,"Liquid, usually multidose preparation for veterinary use consisting of a suspension intended for oculonasal use.",,Current,Veterinary only,2017-01-10 10:24:39,2017-01-10 10:24:39
13089000,"Lyophilisate for oral spray, suspension","Solid preparation for veterinary use consisting of a freeze-dried powder intended to be dispersed in the specified liquid to obtain an oral spray, suspension.",,Current,Veterinary only,2017-01-10 10:30:14,2017-01-10 10:30:14
13091000,Emulsion for suspension for injection,Liquid sterile preparation consisting of an emulsion intended for use in the preparation of a suspension for injection.,,Current,Human and Veterinary,2017-01-27 11:02:56,2017-01-27 11:02:56
13096000,"Nasal spray, lyophilisate for suspension","Solid preparation for veterinary use consisting of a freeze-dried powder intended to be dispersed in the specified liquid to obtain a nasal spray, suspension.",,Current,Veterinary only,2017-04-05 08:33:35,2017-04-05 08:33:35
13098000,Lyophilisate for oculonasal suspension/use in drinking water,"Solid preparation for veterinary use consisting of a freeze-dried powder intended to be dispersed in the specified liquid to create a suspension for oculonasal use, or to be dispersed in the animal drinking water.",This term is only to be used in cases where there is not a single predominant method of administration for the medicinal product.,Current,Veterinary only,2017-05-11 08:25:50,2017-05-11 08:25:50
13099000,Powder for bee-hive dispersion,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be mixed with the specified liquid to obtain a bee-hive dispersion.",,Current,Veterinary only,2017-09-12 14:06:10,2017-09-12 14:06:10
13100000,Solution for bee-hive dispersion,Liquid preparation consisting of a solution intended for use in the preparation of a bee-hive dispersion.,,Current,Veterinary only,2017-09-12 14:09:29,2017-09-12 14:09:29
13102000,Transdermal ointment,"Semi-solid single-dose or multidose preparation consisting of a single-phase basis in which solids or liquids may be dispersed. Active substance(s) are dissolved or dispersed in the basis, which may be hydrophilic, hydrophobic or water-emulsifying. Transdermal ointments are intended for transdermal use.",,Current,Human and Veterinary,2017-09-19 15:47:38,2017-09-19 15:47:38
13105000,Sublingual powder,Solid preparation consisting of a powder intended for sublingual use.,,Current,Human and Veterinary,2017-10-05 11:45:05,2017-10-05 11:45:05
13106000,Oral herbal material,"Solid preparation consisting of whole, broken or fragmented plants or parts of plants in an unprocessed state (herbal drug), intended for oral use without requiring transformation (e.g. dissolution or dispersion in water); the material may be dried or fresh, and may be chewed before being swallowed. The word ‘plant’ is used in the broader sense to include also algae, fungi and lichens. Certain exudates that have not been subjected to a specific treatment may be included. Herbal teas and instant herbal teas are excluded, as are preparations that are processed or formulated into capsules, granules, powders, etc.",,Current,Human and Veterinary,2018-01-16 09:53:12,2018-01-16 09:53:12
13107000,Solution for cardioplegia/organ preservation,"Liquid sterile preparation consisting of an aqueous solution of electrolytes typically at a concentration close to the intracellular electrolyte composition, intended for inducing cardiac arrest during heart surgery, and for storage, protection and/or perfusion of mammalian body organs that are in particular destined for transplantation.",,Current,Human and Veterinary,2018-02-05 12:05:44,2018-02-05 12:05:44
13111000,Powder for vaginal solution,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a vaginal solution.",,Current,Human and Veterinary,2018-08-31 11:29:02,2018-08-31 11:29:02
13113000,Intrauterine gel,Semi-solid preparation consisting of a gel intended for intrauterine use.,This also covers products that are intended for both endocervical and intrauterine use.,Current,Human and Veterinary,2018-11-16 09:05:56,2018-11-16 09:05:56
13115000,Medicinal leech,"Whole, live, medicinal leech, usually of the Hirudo genus (e.g. Hirudo medicinalis, Hirudo verbana), usually intended to be applied to the skin in order to restore or improve local blood flow or to provide other local effects. After attaching itself to the host, the leech creates an incision in the skin and secretes saliva containing a variety of active substances (e.g. anaesthetics, anticoagulants, anti-inflammatories, vasodilators) that allow it to feed on the blood of the host.","In some regions, medicinal leeches are classified as medical devices rather than medicinal products.",Current,Human and Veterinary,2019-01-14 14:00:53,2019-01-14 14:00:53
